Issue_ID,Issue_Type,Summary,Description,Priority,Status,Component,Labels,Preconditions,Test_Steps,Expected_Result,Actual_Result,Test_Data
VWO-TC-2787,Test,Verify breadcrumb navigation is correct [Edge 124 / Production],Test covers: Navigation. Verify breadcrumb navigation is correct. Validates correct system behavior under Production environment.,Low,To Do,Navigation,"navigation,sidebar,ui","1. VWO account is active (Viewer role)
2. Browser: Edge 124, OS: iOS 17
3. Environment: Production
4. User is logged in to app.vwo.com","1. Navigate to a campaign
2. Open a variation
3. Check breadcrumb at top",Breadcrumb shows: Dashboard > Campaigns > [Campaign Name] > Variations,,Campaign: 'Homepage Test'
VWO-TC-2788,Test,Verify MFA with expired OTP [Safari 17 / Staging],Test covers: Login & Authentication. Verify MFA with expired OTP. Validates correct system behavior under Staging environment.,High,To Do,Authentication,"login,auth,security","1. VWO account is active (Admin role)
2. Browser: Safari 17, OS: iOS 17
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Login with credentials
2. Wait for OTP to expire (>30 seconds)
3. Enter expired OTP",Error: 'OTP has expired. Please request a new one.',,Expired TOTP code
VWO-TC-2789,Test,Verify password change with correct current password,Test covers: Settings & Profile. Verify password change with correct current password. Validates correct system behavior under QA Environment environment.,Low,To Do,Settings,"settings,profile,account","1. VWO account is active (Editor role)
2. Browser: Safari 17, OS: macOS Sonoma
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Go to Settings > Security
2. Enter current password
3. Enter new password 'NewPass@123'
4. Confirm new password
5. Save",Password updated. Success message shown. Old password no longer works.,,"Current: Test@1234, New: NewPass@123"
VWO-TC-2790,Test,Verify login session timeout after inactivity,Test covers: Login & Authentication. Verify login session timeout after inactivity. Validates correct system behavior under Production environment.,Medium,To Do,Authentication,"login,auth,security","1. VWO account is active (Admin role)
2. Browser: Edge 124, OS: iOS 17
3. Environment: Production
4. User is logged in to app.vwo.com","1. Login to VWO
2. Leave session idle for {timeout} minutes
3. Attempt to navigate to another page",Session expired. User redirected to login page with message 'Session expired'.,,Timeout: 30 minutes
VWO-TC-2791,Test,Verify MFA via TOTP authenticator,Test covers: Login & Authentication. Verify MFA via TOTP authenticator. Validates correct system behavior under QA Environment environment.,Low,To Do,Authentication,"login,auth,security","1. VWO account is active (Team Member role)
2. Browser: Chrome Mobile, OS: Android 14
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Login with valid credentials
2. When prompted, open authenticator app
3. Enter 6-digit TOTP code
4. Click Verify",TOTP verified. User lands on dashboard.,,TOTP code from Google Authenticator
VWO-TC-2792,Test,Verify login form is keyboard navigable [Chrome 124 / QA Environment],Test covers: Accessibility. Verify login form is keyboard navigable. Validates correct system behavior under QA Environment environment.,Medium,To Do,Accessibility,"accessibility,aria,a11y","1. VWO account is active (Account Owner role)
2. Browser: Chrome 124, OS: Android 14
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Open login page
2. Use Tab key to navigate through fields
3. Use Enter to submit",Focus moves through Email > Password > Login button. Form submits on Enter.,,N/A
VWO-TC-2793,Test,Verify webhook fires on test completion,Test covers: API & Integrations. Verify webhook fires on test completion. Validates correct system behavior under Pre-prod environment.,High,To Do,Integrations,"api,integration,webhook","1. VWO account is active (Viewer role)
2. Browser: Safari 17, OS: macOS Sonoma
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Configure webhook endpoint
2. Stop a running test
3. Check webhook receiver",POST request sent to webhook URL with test completion payload.,,Webhook URL: https://requestbin.com/test
VWO-TC-2794,Test,Verify notification bell shows unread count,Test covers: Dashboard. Verify notification bell shows unread count. Validates correct system behavior under Pre-prod environment.,High,To Do,Dashboard,"dashboard,ui,widgets","1. VWO account is active (Team Member role)
2. Browser: Chrome Mobile, OS: macOS Sonoma
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Login to VWO
2. Observe notification bell icon in header",Bell shows numeric badge with count of unread notifications.,,Account with 3 unread notifications
VWO-TC-2795,Test,Verify dashboard loads within 3 seconds,Test covers: Dashboard. Verify dashboard loads within 3 seconds. Validates correct system behavior under Staging environment.,Medium,To Do,Dashboard,"dashboard,ui,widgets","1. VWO account is active (Admin role)
2. Browser: Safari 17, OS: macOS Sonoma
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Login to VWO
2. Start timer
3. Observe dashboard load completion",Dashboard fully loads in under 3 seconds on standard connection.,,"Network: 50 Mbps, Browser: Chrome latest"
VWO-TC-2796,Test,Verify MFA via TOTP authenticator [Safari 17 / Production],Test covers: Login & Authentication. Verify MFA via TOTP authenticator. Validates correct system behavior under Production environment.,Low,To Do,Authentication,"login,auth,security","1. VWO account is active (Viewer role)
2. Browser: Safari 17, OS: Windows 11
3. Environment: Production
4. User is logged in to app.vwo.com","1. Login with valid credentials
2. When prompted, open authenticator app
3. Enter 6-digit TOTP code
4. Click Verify",TOTP verified. User lands on dashboard.,,TOTP code from Google Authenticator
VWO-TC-2797,Test,Verify login with invalid password,Test covers: Login & Authentication. Verify login with invalid password. Validates correct system behavior under QA Environment environment.,Low,To Do,Authentication,"login,auth,security","1. VWO account is active (Team Member role)
2. Browser: Safari 17, OS: iOS 17
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Navigate to app.vwo.com/login
2. Enter valid email {email}
3. Enter wrong password 'wrongpass'
4. Click 'Sign In'",Error message 'Invalid credentials' shown. User stays on login page.,,"email: test@vwo.com, password: wrongpass"
VWO-TC-2798,Test,Verify login session timeout after inactivity [Safari 17 / QA Environment],Test covers: Login & Authentication. Verify login session timeout after inactivity. Validates correct system behavior under QA Environment environment.,High,To Do,Authentication,"login,auth,security","1. VWO account is active (Team Member role)
2. Browser: Safari 17, OS: macOS Sonoma
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Login to VWO
2. Leave session idle for {timeout} minutes
3. Attempt to navigate to another page",Session expired. User redirected to login page with message 'Session expired'.,,Timeout: 30 minutes
VWO-TC-2799,Test,Verify adding multiple variations to A/B test [Firefox 126 / Pre-prod],Test covers: A/B Testing. Verify adding multiple variations to A/B test. Validates correct system behavior under Pre-prod environment.,Medium,To Do,AB Testing,"ab-test,campaigns,experiment","1. VWO account is active (Editor role)
2. Browser: Firefox 126, OS: macOS Sonoma
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Open test creation
2. Add variation B and variation C
3. Set traffic 34/33/33
4. Save",Three variations saved. Traffic totals 100%. Test runs correctly.,,"3 variations, split: 34/33/33"
VWO-TC-2800,Test,Verify quick action buttons on dashboard [Firefox 126 / QA Environment],Test covers: Dashboard. Verify quick action buttons on dashboard. Validates correct system behavior under QA Environment environment.,Low,To Do,Dashboard,"dashboard,ui,widgets","1. VWO account is active (Admin role)
2. Browser: Firefox 126, OS: macOS Sonoma
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Login to VWO
2. On dashboard, click 'Create Test' quick action
3. Observe behavior",Test creation wizard opens.,,N/A
VWO-TC-2801,Test,Verify dashboard is responsive on mobile viewport,Test covers: Dashboard. Verify dashboard is responsive on mobile viewport. Validates correct system behavior under Staging environment.,High,To Do,Dashboard,"dashboard,ui,widgets","1. VWO account is active (Team Member role)
2. Browser: Firefox 126, OS: iOS 17
3. Environment: Staging
4. User is logged in to app.vwo.com","1. Open app.vwo.com on mobile (375px)
2. Login
3. Observe dashboard layout",Dashboard adapts to mobile view. Widgets stack vertically. No horizontal scroll.,,Viewport: 375x812 (iPhone 14)
VWO-TC-2802,Test,Verify pausing a running A/B test [Chrome Mobile / QA Environment],Test covers: A/B Testing. Verify pausing a running A/B test. Validates correct system behavior under QA Environment environment.,High,To Do,AB Testing,"ab-test,campaigns,experiment","1. VWO account is active (Editor role)
2. Browser: Chrome Mobile, OS: macOS Sonoma
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Open a running A/B test
2. Click 'Pause' button
3. Confirm dialog",Test status changes to 'Paused'. Variations stop serving.,,Running test: 'Homepage CTA Test'
VWO-TC-2803,Test,Verify test statistics update in real time,Test covers: A/B Testing. Verify test statistics update in real time. Validates correct system behavior under QA Environment environment.,Medium,To Do,AB Testing,"ab-test,campaigns,experiment","1. VWO account is active (Viewer role)
2. Browser: Chrome Mobile, OS: Android 14
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Open a running A/B test
2. Observe statistics panel
3. Wait 60 seconds
4. Refresh stats","Visitor count, conversions, and conversion rate update with latest data.",,Test with live traffic
VWO-TC-2804,Test,Verify chart data loads asynchronously [Firefox 126 / Pre-prod],Test covers: Performance. Verify chart data loads asynchronously. Validates correct system behavior under Pre-prod environment.,High,To Do,Performance,"performance,load,speed","1. VWO account is active (Editor role)
2. Browser: Firefox 126, OS: Ubuntu 22.04
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Open a test report
2. Observe loading behavior",Page skeleton shown first. Charts load asynchronously without blocking UI.,,Test with 90 days data
VWO-TC-2805,Test,Verify campaign summary widget displays correct data,Test covers: Dashboard. Verify campaign summary widget displays correct data. Validates correct system behavior under Pre-prod environment.,Low,To Do,Dashboard,"dashboard,ui,widgets","1. VWO account is active (Admin role)
2. Browser: Firefox 126, OS: iOS 17
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Login to VWO
2. Navigate to dashboard
3. Check 'Campaign Summary' widget","Widget shows correct count of active, paused, and completed campaigns.",,Pre-configured account with 5 active campaigns
VWO-TC-2806,Test,Verify dashboard recent activity feed [Chrome Mobile / Pre-prod],Test covers: Dashboard. Verify dashboard recent activity feed. Validates correct system behavior under Pre-prod environment.,Medium,To Do,Dashboard,"dashboard,ui,widgets","1. VWO account is active (Viewer role)
2. Browser: Chrome Mobile, OS: Ubuntu 22.04
3. Environment: Pre-prod
4. User is logged in to app.vwo.com","1. Login
2. Scroll to 'Recent Activity' section
3. Verify entries","Feed shows last 10 actions with timestamps, user names, and action descriptions.",,Account with recent activity
VWO-TC-2807,Test,Verify dashboard recent activity feed,Test covers: Dashboard. Verify dashboard recent activity feed. Validates correct system behavior under QA Environment environment.,Medium,To Do,Dashboard,"dashboard,ui,widgets","1. VWO account is active (Admin role)
2. Browser: Chrome Mobile, OS: macOS Sonoma
3. Environment: QA Environment
4. User is logged in to app.vwo.com","1. Login
2. Scroll to 'Recent Activity' section
3. Verify entries","Feed shows last 10 actions with timestamps, user names, and action descriptions.",,Account with recent activity
